iterations_needed,decision_reached,misled,correct,comment
2,True,True,False,
2,True,False,False,125355 (380.95)
2,True,True,False,
2,True,True,False,
2,True,True,False,
2,True,False,True,
2,True,False,False,125543 (0.0038)
2,True,True,False,
2,True,True,False,
2,False,,,125646
2,True,True,False,
2,True,True,False,
2,True,False,False,125750 (378.79)
2,True,False,True,
2,True,False,True,
2,True,False,True,
2,True,False,False,125930 (381.1)
2,True,False,True,
2,True,False,False,130009 (3.8)
2,False,,,130055
2,True,True,False,
2,True,True,False,
2,True,True,False,
2,True,False,False,130241 (0.00038)
2,True,True,False,
2,True,True,False,
2,True,True,False,
2,True,True,False,
2,True,True,False,130438 (0.0045)
2,True,False,True,
