iterations_needed,decision_reached,misled,correct,comment
10,False,,,173303
10,False,,,173436
10,False,,,173552
10,False,,,173703
10,False,,,173814
10,False,,,173935
10,False,,,174110
10,False,,,174216
10,False,,,174330
10,False,,,174456
10,False,,,174602
10,False,,,174724
10,False,,,174855
10,False,,,174953
10,False,,,175106
10,False,,,175232
10,False,,,175338
10,False,,,175447
10,False,,,103426
10,False,,,103546
10,False,,,103649
10,False,,,103749
10,False,,,103941
10,False,,,104049
10,False,,,104200
10,False,,,104324
10,False,,,104452
10,False,,,104632
10,False,,,104743
10,False,,,104855
